[22518.970207] foreground_evict = 0
[22518.970210] background_evict = 0
[22518.970211] foreground_refault = 0
[22518.970213] background_refault = 0
[22518.970214] foreground_fault = 0
[22518.970215] background_fault = 0
[22524.176023] google_charger: usbchg=USB typec=C usbv=4884 usbc=488 usbMv=5000 usbMc=500
[22524.176126] sm8150_bms: MSC_PCS chg_state=1f4113004010009 [0x9:4:1:4400:500] chg=u
[22524.176142] google_battery: MSC_DIN chg_state=1f4113004010009 f=0x9 chg_s=Charging chg_t=Taper vchg=4400 icl=500
[22524.180239] google_battery: MSC_LAST vbatt=4392031 ibatt=-128750 fv_uv=4400000
[22524.180266] google_battery: MSC_LOGIC cv_cnt=0 ov_cnt=0 temp_idx:2->2, vbatt_idx:2->2, fv=4400000->4400000, cc_max=1400000
[22524.180281] google_battery: MSC_VOTE fv_uv=4400000 cc_max=1400000 update_interval=30000
[22524.180342] google_charger: MSC_CHG fv_uv=4400000, cc_max=1400000, rerun in 30000 ms (0)
[22524.365045] sm8150_bms: MSC_PCS chg_state=1f4112403010015 [0x15:3:1:4388:500] chg=u
[22524.373878] healthd: battery l=100 v=4380 t=31.1 h=2 st=5 c=7 fc=2878000 cc=7 chg=u
[22524.374126] google_charger: usbchg=USB typec=C usbv=4869 usbc=487 usbMv=5000 usbMc=500
[22524.374243] sm8150_bms: MSC_PCS chg_state=1f4112403010015 [0x15:3:1:4388:500] chg=u
[22524.374260] google_battery: MSC_DIN chg_state=1f4112403010015 f=0x15 chg_s=Charging chg_t=Fast vchg=4388 icl=500
[22524.377470] google_battery: MSC_DSG vbatt_idx:2->2 vbatt=4380937 ibatt=7187 fv_uv=4400000 cv_cnt=0 ov_cnt=0
[22524.377551] google_battery: MSC_LOGIC cv_cnt=0 ov_cnt=0 temp_idx:2->2, vbatt_idx:2->2, fv=4400000->4400000, cc_max=1400000
[22524.377556] google_battery: MSC_VOTE fv_uv=4400000 cc_max=1400000 update_interval=30000
[22524.377588] google_charger: MSC_CHG fv_uv=4400000, cc_max=1400000, rerun in 30000 ms (0)
[23636.995371] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 709ff000
[23637.008135] after: swapin tgid 15666 pid 16210 name "NetworkContext" vma 9e9fe000
[23637.020705] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb92c1000
[23637.020753] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb0953000
[23637.020780] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb92b3000
[23637.020799] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb0957000
[23637.020830] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb92b5000
[23637.020859] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb92b7000
[23637.020888] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb92b6000
[23637.020911] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb92ba000
[23637.020934] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb92bc000
[23637.020960] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb92b8000
[23637.020985] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb92b9000
[23637.021015] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7f29f13000
[23637.021040] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7f29f14000
[23637.021069] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb92c0000
[23637.021097] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb92be000
[23637.021120] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb92bd000
[23637.021157] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb92bf000
[23637.021399] after: swapin tgid 15666 pid 16210 name "NetworkContext" vma 7e48021000
[23637.022124] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb92c4000
[23637.022161] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb92cc000
[23637.022182] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb92c6000
[23637.022206] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb92d1000
[23637.022226] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb92c5000
[23637.022245] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb92c3000
[23637.022332] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb92c9000
[23637.022356] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb093d000
[23637.022380] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb0942000
[23637.022400] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb0944000
[23637.022422] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb0947000
[23637.022448] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb92cd000
[23637.022473] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb093e000
[23637.022497] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb92c8000
[23637.022516] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb093b000
[23637.022536] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb093c000
[23637.022561] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb094c000
[23637.022588] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb92ce000
[23637.022610] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb92d0000
[23637.022636] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb0941000
[23637.022658] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb094d000
[23637.022685] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb92d2000
[23637.022721] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb0948000
[23637.022743] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb92ca000
[23637.022768] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb093a000
[23637.022812] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb0945000
[23637.022841] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb094a000
[23637.022877] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb0949000
[23637.022911] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb0943000
[23637.022941] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb92cb000
[23637.022964] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb093f000
[23637.022994] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb0946000
[23637.023027] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb0940000
[23637.023061] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb094e000
[23637.023449] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb094f000
[23637.023472] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb0950000
[23637.023494] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb0951000
[23637.023519] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb0952000
[23637.023607] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb0955000
[23637.023635] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7f29f00000
[23637.023662] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb0958000
[23637.023686] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb0959000
[23637.023710] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb0956000
[23637.023736] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7f29f03000
[23637.023767] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7f29f02000
[23637.023793] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7f29f01000
[23637.024559] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7f29f08000
[23637.024591] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7f29f07000
[23637.024613] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7f29f0a000
[23637.024636] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7f29f05000
[23637.025687] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7f29f10000
[23637.025713] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7f29f0f000
[23637.025731] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7f29f11000
[23637.025751] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7f29f12000
[23637.026226] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7fbe250000
[23637.026279] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7f2d7e8000
[23637.026340] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7fbe312000
[23637.026671] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eae61b000
[23637.026723] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7f2d6bd000
[23637.026772] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 70ea7000
[23637.026979] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 704ed000
[23637.027322] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 706ad000
[23637.027818] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 70c49000
[23637.028244] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 70cd1000
[23637.028305] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 70dae000
[23637.028425] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 70e1c000
[23637.028522] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 70e43000
[23637.028784] after: swapin tgid 15666 pid 16210 name "NetworkContext" vma 7e66ace000
[23637.029264] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 70ebb000
[23637.029382] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 704c3000
[23637.029619] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 70e92000
[23637.030014] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 70cfd000
[23637.030052] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 70c22000
[23637.030094] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 70e93000
[23637.030803] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 70cbe000
[23637.031844] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 70cca000
[23637.032137] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 70e5d000
[23637.032563] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 70f05000
[23637.037577] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eae508000
[23637.037627] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 70cc5000
[23637.037726] after: swapin tgid 15666 pid 16209 name "DiskIOContext" vma 7e668bc000
[23637.037759] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 70c06000
[23637.037903] after: swapin tgid 15666 pid 16203 name "MainContext" vma 7f2901d000
[23637.037912] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb1666000
[23637.038323] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eae509000
[23637.038361] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7f2d701000
[23637.038402] after: swapin tgid 15666 pid 16203 name "MainContext" vma 7e671f6000
[23637.038485] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eae512000
[23637.038599] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eae51b000
[23637.038798] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eae526000
[23637.039040] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7e95d15000
[23637.039640] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eae486000
[23637.039813] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb165c000
[23637.040167] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7e95e68000
[23637.040249] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7e95ea0000
[23637.040282] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 70ddc000
[23637.040320] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7e8042a000
[23637.040701] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7e8043b000
[23637.040817] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7e80499000
[23637.041078] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7e800a6000
[23637.041129] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7e80225000
[23637.041334] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7f2d6a3000
[23637.041466] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7e70648000
[23637.041761] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7e70858000
[23637.042734] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7e4e357000
[23637.042777] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7f2d6f4000
[23637.043104] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7f2d721000
[23637.043161] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7f2d722000
[23637.043546] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb165d000
[23637.043703] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 70e57000
[23637.050525] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7f2d605000
[23637.050588] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7f2d607000
[23637.050618] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7f2d606000
[23637.056761] after: swapin tgid 15666 pid 8717 name "IgExecutorV2 #4" vma 7e772ea000
[23637.063770] after: swapin tgid 15666 pid 8717 name "IgExecutorV2 #4" vma 7eaed0e000
[23637.064027] after: swapin tgid 15666 pid 8717 name "IgExecutorV2 #4" vma 7e77398000
[23637.066718] after: swapin tgid 15666 pid 8717 name "IgExecutorV2 #4" vma 7ea4667000
[23637.073505] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb92b4000
[23637.075119] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb92c2000
[23637.075891] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7eb0954000
[23637.076486] after: swapin tgid 15666 pid 15686 name "Profile Saver" vma 7f29f0d000
[23637.080134] after: swapin tgid 15666 pid 15746 name "Thread-13" vma 7eae441000
[23637.080582] after: swapin tgid 15666 pid 15746 name "Thread-13" vma 7ec7433000
[23637.080621] after: swapin tgid 15666 pid 15746 name "Thread-13" vma 7ec7432000
[23637.081465] after: swapin tgid 15666 pid 15746 name "Thread-13" vma 7f2d716000
[23637.081557] after: swapin tgid 15666 pid 15746 name "Thread-13" vma 7f2d72a000
[23637.081619] after: swapin tgid 15666 pid 15746 name "Thread-13" vma 7eae4c1000
[23637.082094] after: swapin tgid 15666 pid 15756 name "proxygen-thread" vma 7ea4a9a000
[23637.083054] after: swapin tgid 15666 pid 15756 name "proxygen-thread" vma 7ea4a98000
[23637.083091] after: swapin tgid 15666 pid 15756 name "proxygen-thread" vma 7e671ea000
[23637.100721] after: swapin tgid 15666 pid 15746 name "Thread-13" vma 7e7ab92000
[23637.106938] after: swapin tgid 15666 pid 15746 name "Thread-13" vma 7ec4acc000
[23637.106999] after: swapin tgid 15666 pid 15746 name "Thread-13" vma 7ec4ad0000
[23637.107054] after: swapin tgid 15666 pid 15746 name "Thread-13" vma 7ec4aca000
[23637.107091] after: swapin tgid 15666 pid 15746 name "Thread-13" vma 7ec4ace000
[23637.107322] after: swapin tgid 15666 pid 15746 name "Thread-13" vma 7ec4ac7000
[23637.107395] after: swapin tgid 15666 pid 15746 name "Thread-13" vma 7ec4ac3000
[23637.108040] after: swapin tgid 15666 pid 15746 name "Thread-13" vma 7ec4ac9000
[23637.110947] after: swapin tgid 15666 pid 15746 name "Thread-13" vma 7e4446c000
[23637.111057] after: swapin tgid 15666 pid 15746 name "Thread-13" vma 7eae4b9000
[23637.111148] after: swapin tgid 15666 pid 15746 name "Thread-13" vma 7e50a79000
[23637.116137] after: swapin tgid 15666 pid 15746 name "Thread-13" vma 7eae40a000
[23637.116182] after: swapin tgid 15666 pid 15746 name "Thread-13" vma 7eae409000
[23637.117111] after: swapin tgid 15666 pid 15746 name "Thread-13" vma 7e7ad5a000
[23637.119980] after: swapin tgid 15666 pid 15746 name "Thread-13" vma 7e7ad59000
[23637.140784] after: swapin tgid 15666 pid 15756 name "proxygen-thread" vma 7e7ad74000
[23637.141007] after: swapin tgid 15666 pid 15756 name "proxygen-thread" vma 7e70859000
[23637.141057] after: swapin tgid 15666 pid 15756 name "proxygen-thread" vma 7e7afd2000
[23637.141109] after: swapin tgid 15666 pid 15756 name "proxygen-thread" vma 7e8035d000
[23637.280918] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6fd17000
[23637.280936] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e772f8000
[23637.280962] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6fd50000
[23637.353022] after: swapin tgid 15666 pid 8618 name "IgExecutorV2 #4" vma 7e66d9b000
[23637.353075] after: swapin tgid 15666 pid 8618 name "IgExecutorV2 #4" vma 7e66db8000
[23637.353126] after: swapin tgid 15666 pid 8618 name "IgExecutorV2 #4" vma 7e66d9c000
[23637.353352] after: swapin tgid 15666 pid 8618 name "IgExecutorV2 #4" vma 7e95de6000
[23637.356050] after: swapin tgid 15666 pid 16210 name "NetworkContext" vma 7ea459d000
[23637.356116] after: swapin tgid 15666 pid 16210 name "NetworkContext" vma 7ea459e000
[23637.356221] after: swapin tgid 15666 pid 16210 name "NetworkContext" vma 7f2dc82000
[23637.357850] after: swapin tgid 15666 pid 16210 name "NetworkContext" vma 72502000
[23637.357919] after: swapin tgid 15666 pid 16210 name "NetworkContext" vma 72521000
[23637.357956] after: swapin tgid 15666 pid 16210 name "NetworkContext" vma 7f28a5d000
[23637.358029] after: swapin tgid 15666 pid 16210 name "NetworkContext" vma 703d1000
[23637.358067] after: swapin tgid 15666 pid 16210 name "NetworkContext" vma 7061e000
[23637.358095] after: swapin tgid 15666 pid 16210 name "NetworkContext" vma 70690000
[23637.363716] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e670d4000
[23637.363768] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6fd54000
[23637.363786] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f2db60000
[23637.363808] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66682000
[23637.364155] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66dbc000
[23637.364172] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66ee8000
[23637.364193] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e700fa000
[23637.364480] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f2dbfe000
[23637.364494] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f2dbff000
[23637.364510] swapout tgid 15666 pid 15666 name "stagram.android" vma 7ebf7d5000
[23637.364981] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66f24000
[23637.365004] swapout tgid 15666 pid 15666 name "stagram.android" vma 7ebf7d3000
[23637.365028] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f2dc00000
[23637.365269] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e6694a000
[23637.365322] swapout tgid 15666 pid 15666 name "stagram.android" vma 7ea4767000
[23637.365348] swapout tgid 15666 pid 15666 name "stagram.android" vma 7eaebcd000
[23637.365538] swapout tgid 15666 pid 15666 name "stagram.android" vma 7eb995a000
[23637.365566] swapout tgid 15666 pid 15666 name "stagram.android" vma 7745b000
[23637.365597] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e86f2d000
[23637.365627] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e86f2e000
[23637.365646] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66b7f000
[23637.365662] swapout tgid 15666 pid 15666 name "stagram.android" vma 7ea44c0000
[23637.365694] swapout tgid 15666 pid 15666 name "stagram.android" vma 7eb995b000
[23637.365719] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e44dc7000
[23637.365768] swapout tgid 15666 pid 15666 name "stagram.android" vma 7eba38b000
[23637.366073] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e66801000
[23637.366091] swapout tgid 15666 pid 15666 name "stagram.android" vma 7ec08dc000
[23637.366132] swapout tgid 15666 pid 15666 name "stagram.android" vma 7f2dbf5000
[23637.366145] swapout tgid 15666 pid 15666 name "stagram.android" vma 7eba38c000
[23637.366173] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7158b000
[23637.366183] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e7158c000
[23637.366200] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e71595000
[23637.366218] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e71596000
[23637.366228] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e71597000
[23637.366240] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e71598000
[23637.366249] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e71599000
[23637.366259] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e715b6000
[23637.366272] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e715b8000
[23637.366284] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e715be000
[23637.366296] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e715bf000
[23637.366304] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e715c5000
[23637.366315] swapout tgid 15666 pid 15666 name "stagram.android" vma 7e715c6000
