tgid 797  "bluetooth@1.0-s"  7fbd480000 0
tgid 6425  "ell.clashroyale"  9e73b000 1
tgid 6425  "ell.clashroyale"  9e6eb000 1
tgid 6425  "ell.clashroyale"  9e743000 1
tgid 6425  "ell.clashroyale"  9e6f4000 1
tgid 6425  "ell.clashroyale"  9e76b000 1
tgid 6425  "ell.clashroyale"  9e750000 1
tgid 6425  "ell.clashroyale"  7f28dad000 1
tgid 6425  "ell.clashroyale"  7f28dab000 1
tgid 6425  "ell.clashroyale"  7e92fa2000 1
tgid 6425  "ell.clashroyale"  13282000 1
tgid 6425  "ell.clashroyale"  7eb92b7000 1
tgid 6425  "ell.clashroyale"  7e92e35000 1
tgid 6425  "ell.clashroyale"  7e92e34000 1
tgid 6425  "ell.clashroyale"  7e93007000 1
tgid 6425  "ell.clashroyale"  7fbe176000 1
tgid 6425  "ell.clashroyale"  7f28a02000 1
tgid 6425  "ell.clashroyale"  7f28e2d000 1
tgid 6425  "ell.clashroyale"  7e9279f000 1
tgid 6425  "ell.clashroyale"  7e95c9b000 1
tgid 6425  "ell.clashroyale"  7f2d2af000 1
tgid 6425  "ell.clashroyale"  7e95c9f000 1
tgid 6425  "ell.clashroyale"  7f2d293000 1
tgid 6425  "ell.clashroyale"  7f2d8c7000 1
tgid 6425  "ell.clashroyale"  7f2d8cb000 1
tgid 6425  "ell.clashroyale"  7f2d873000 1
tgid 6425  "ell.clashroyale"  7f2d283000 1
tgid 6425  "ell.clashroyale"  9e702000 1
tgid 6425  "ell.clashroyale"  13280000 1
tgid 6425  "ell.clashroyale"  7f28b2c000 1
tgid 6425  "ell.clashroyale"  9e7d2000 1
tgid 6425  "ell.clashroyale"  9e6f3000 1
tgid 6425  "ell.clashroyale"  9e7c7000 1
tgid 6425  "ell.clashroyale"  7fbe255000 1
tgid 6425  "ell.clashroyale"  7eb917e000 1
tgid 6425  "ell.clashroyale"  1327d000 1
tgid 6425  "ell.clashroyale"  7f35142000 1
tgid 6425  "ell.clashroyale"  133d3000 1
tgid 6425  "ell.clashroyale"  9e6e5000 1
tgid 6425  "ell.clashroyale"  9e787000 1
tgid 6425  "ell.clashroyale"  9e76a000 1
tgid 6425  "ell.clashroyale"  13369000 1
tgid 6425  "ell.clashroyale"  9e71d000 1
tgid 6425  "ell.clashroyale"  7e92798000 1
tgid 6425  "ell.clashroyale"  1327f000 1
tgid 6425  "ell.clashroyale"  71757000 1
tgid 6425  "ell.clashroyale"  9e6f7000 1
tgid 6425  "ell.clashroyale"  9e70a000 1
tgid 6425  "ell.clashroyale"  13259000 1
tgid 6425  "ell.clashroyale"  133d4000 1
tgid 6425  "ell.clashroyale"  7f2d689000 1
tgid 6425  "ell.clashroyale"  9e732000 1
tgid 6425  "AppUpdateServic"  7ebff5f000 1
tgid 6425  "AppUpdateServic"  7ebff60000 1
tgid 6425  "AppUpdateServic"  7f28ddb000 1
tgid 6425  "AppUpdateServic"  7f28ddc000 1
tgid 6425  "AppUpdateServic"  7f28e58000 1
tgid 6425  "AppUpdateServic"  7f28e57000 1
tgid 6425  "AppUpdateServic"  7f30c37000 1
tgid 6425  "AppUpdateServic"  9e77e000 1
tgid 6425  "AppUpdateServic"  7f28d3b000 1
tgid 6425  "AppUpdateServic"  7f28bc8000 1
tgid 6425  "AppUpdateServic"  1327e000 1
tgid 6425  "AppUpdateServic"  9e70b000 1
tgid 6425  "AppUpdateServic"  726ec000 1
tgid 6425  "AppUpdateServic"  12dc0000 1
tgid 6425  "AppUpdateServic"  7f3508a000 1
tgid 6425  "AppUpdateServic"  7ebff5e000 1
tgid 6425  "AppUpdateServic"  7f2d6d8000 1
tgid 6425  "AppUpdateServic"  1325c000 1
tgid 6425  "AppUpdateServic"  7f2d679000 1
tgid 6425  "AppUpdateServic"  7f2d6d5000 1
tgid 6425  "AppUpdateServic"  7f2d6fe000 1
tgid 6425  "AppUpdateServic"  7fbe1fc000 1
tgid 6425  "AppUpdateServic"  7f2d690000 1
tgid 6425  "AppUpdateServic"  7f2d71a000 1
tgid 6425  "AppUpdateServic"  7fbe253000 1
tgid 6425  "AppUpdateServic"  7f2d601000 1
tgid 6425  "AppUpdateServic"  7fbe2df000 1
tgid 6425  "AppUpdateServic"  7f2d6ab000 1
tgid 6425  "AppUpdateServic"  7f2d624000 1
tgid 6425  "AppUpdateServic"  7f2d6d7000 1
tgid 6425  "ell.clashroyale"  7ec6648000 1
tgid 6425  "ell.clashroyale"  7ec6653000 1
tgid 6425  "ell.clashroyale"  7ec6655000 1
tgid 6425  "ell.clashroyale"  7fbe23f000 1
tgid 6425  "ell.clashroyale"  9e75b000 1
tgid 6425  "ell.clashroyale"  9e757000 1
tgid 6425  "ell.clashroyale"  9e7c2000 1
tgid 6425  "ell.clashroyale"  9e703000 1
tgid 6425  "ell.clashroyale"  9e73c000 1
tgid 6425  "ell.clashroyale"  133d9000 1
tgid 6425  "ell.clashroyale"  9e776000 1
tgid 6425  "ell.clashroyale"  9e758000 1
tgid 6425  "ell.clashroyale"  9e735000 1
tgid 6425  "ell.clashroyale"  724b4000 1
tgid 6425  "ell.clashroyale"  7fbf6fb000 1
tgid 6425  "ell.clashroyale"  7f28d25000 1
tgid 6425  "ell.clashroyale"  7fbe1f2000 1
tgid 6425  "ell.clashroyale"  133d7000 1
tgid 6425  "ell.clashroyale"  9e6ff000 1
tgid 6425  "ell.clashroyale"  9e739000 1
tgid 6425  "ell.clashroyale"  9e6ee000 1
tgid 6425  "ell.clashroyale"  9e774000 1
tgid 6425  "ell.clashroyale"  9e6fd000 1
tgid 6425  "ell.clashroyale"  9e772000 1
tgid 6425  "ell.clashroyale"  9e777000 1
tgid 6425  "ell.clashroyale"  9e73d000 1
tgid 6425  "ell.clashroyale"  1326b000 1
tgid 6425  "ell.clashroyale"  136b5000 1
tgid 6425  "ell.clashroyale"  9e782000 1
tgid 6425  "ell.clashroyale"  7fffff9000 1
tgid 6425  "ell.clashroyale"  7e9069c000 1
tgid 6425  "ell.clashroyale"  7e95dcd000 1
tgid 6425  "ell.clashroyale"  7e95edf000 1
tgid 6425  "ell.clashroyale"  7eb940a000 1
tgid 6425  "ell.clashroyale"  7f39842000 1
tgid 6425  "ell.clashroyale"  7eb919b000 1
tgid 6425  "ell.clashroyale"  7e96ae0000 1
tgid 6425  "ell.clashroyale"  7f2d28b000 1
tgid 6425  "ell.clashroyale"  7f2d2b5000 1
tgid 6425  "ell.clashroyale"  7f2d860000 1
tgid 6425  "ell.clashroyale"  9e74a000 1
tgid 6425  "ell.clashroyale"  72806000 1
tgid 6425  "ell.clashroyale"  726db000 1
tgid 6425  "ell.clashroyale"  7fbc5f5000 1
tgid 6425  "ell.clashroyale"  726da000 1
tgid 6425  "ell.clashroyale"  726e0000 1
tgid 6425  "ell.clashroyale"  7fbc5ff000 1
tgid 6425  "ell.clashroyale"  7fbc5e9000 1
tgid 6425  "ell.clashroyale"  726dc000 1
tgid 6425  "ell.clashroyale"  7f233f4000 1
tgid 6425  "ell.clashroyale"  7f233f5000 1
tgid 6425  "ell.clashroyale"  7f2896c000 1
tgid 6425  "ell.clashroyale"  9e745000 1
tgid 6425  "ell.clashroyale"  9e712000 1
tgid 6425  "ell.clashroyale"  9e716000 1
tgid 6425  "ell.clashroyale"  9e6d4000 1
tgid 6425  "ell.clashroyale"  1336f000 1
tgid 6425  "ell.clashroyale"  12c80000 1
tgid 6425  "ell.clashroyale"  12cd8000 1
tgid 6425  "ell.clashroyale"  7f28ddf000 1
tgid 6425  "ell.clashroyale"  7e91631000 1
tgid 6425  "ell.clashroyale"  7e95b6c000 1
tgid 6425  "ell.clashroyale"  7f2d6e6000 1
tgid 6425  "ell.clashroyale"  7f2d85d000 1
tgid 6425  "ell.clashroyale"  9e6e8000 1
tgid 6425  "SentryAsyncConn"  7ebee56000 1
tgid 6425  "SentryAsyncConn"  7ebee57000 1
tgid 6425  "SentryAsyncConn"  7f28b1b000 1
tgid 6425  "SentryAsyncConn"  7ebee54000 1
tgid 6425  "SentryAsyncConn"  132b8000 1
tgid 6425  "SentryAsyncConn"  7f30c35000 1
tgid 6425  "SentryAsyncConn"  7f28bc9000 1
tgid 6425  "SentryAsyncConn"  7f28bca000 1
tgid 6425  "SentryAsyncConn"  7fbe1f7000 1
tgid 6425  "SentryAsyncConn"  7f28de0000 1
tgid 6425  "SentryAsyncConn"  7ebee55000 1
tgid 6425  "SentryAsyncConn"  7ebee53000 1
tgid 6425  "SentryAsyncConn"  7f2f0fd000 1
tgid 6425  "ell.clashroyale"  13410000 1
tgid 6425  "ell.clashroyale"  13420000 1
tgid 6425  "ell.clashroyale"  9e7ca000 1
tgid 6425  "ell.clashroyale"  9e727000 1
tgid 6425  "SentryAsyncConn"  7f28bcb000 1
tgid 6425  "SentryAsyncConn"  7f28bd4000 1
tgid 6425  "SentryAsyncConn"  9e784000 1
tgid 6425  "ell.clashroyale"  9e752000 1
tgid 6425  "ell.clashroyale"  9e729000 1
tgid 6425  "SentryAsyncConn"  9e768000 1
tgid 6425  "SentryAsyncConn"  9e717000 1
tgid 6425  "ell.clashroyale"  9e7c0000 1
tgid 6425  "ell.clashroyale"  9e6db000 1
tgid 6425  "ell.clashroyale"  7f28e4b000 1
tgid 6425  "ell.clashroyale"  7f28a7d000 1
tgid 6425  "ell.clashroyale"  9e6e6000 1
tgid 6425  "ell.clashroyale"  9e769000 1
tgid 6425  "ell.clashroyale"  13244000 1
tgid 6425  "ell.clashroyale"  7f28d5e000 1
tgid 6425  "ell.clashroyale"  7f28d5f000 1
tgid 6425  "ell.clashroyale"  7e94fb6000 1
tgid 6425  "ell.clashroyale"  7eb911b000 1
tgid 6425  "ell.clashroyale"  7eb9480000 1
tgid 6425  "ell.clashroyale"  7eb92f1000 1
tgid 6425  "ell.clashroyale"  7fbe199000 1
tgid 6425  "ell.clashroyale"  7fbe19b000 1
tgid 6425  "GoogleApiHandle"  7ecea65000 1
tgid 6425  "GoogleApiHandle"  7ecea66000 1
tgid 6425  "SentryAsyncConn"  9e725000 1
tgid 6425  "ell.clashroyale"  7fbe267000 1
tgid 6425  "SentryAsyncConn"  7f308e2000 1
tgid 6425  "GoogleApiHandle"  7f28de1000 1
tgid 6425  "GoogleApiHandle"  7ecea63000 1
tgid 6425  "GoogleApiHandle"  7f31180000 1
tgid 6425  "GoogleApiHandle"  12c40000 1
tgid 6425  "SentryAsyncConn"  7f28b9f000 1
tgid 6425  "SentryAsyncConn"  7f28e8e000 1
tgid 6425  "SentryAsyncConn"  9e788000 1
tgid 6425  "ell.clashroyale"  7fbe266000 1
tgid 6425  "SentryAsyncConn"  9e74d000 1
tgid 6425  "SentryAsyncConn"  9e72f000 1
tgid 6425  "ell.clashroyale"  7fbe22c000 1
tgid 6425  "ell.clashroyale"  7f28b9b000 1
tgid 6425  "ell.clashroyale"  7fbe22d000 1
tgid 6425  "ell.clashroyale"  7e92e33000 1
tgid 6425  "SentryAsyncConn"  9e756000 1
tgid 6425  "SentryAsyncConn"  72833000 1
tgid 6425  "SentryAsyncConn"  7fbcfb7000 1
tgid 6425  "ell.clashroyale"  7f2d629000 1
tgid 6425  "ell.clashroyale"  7e94eca000 1
tgid 6425  "ell.clashroyale"  7f28e2c000 1
tgid 6425  "ell.clashroyale"  7eb9318000 1
tgid 6425  "ell.clashroyale"  7fbe346000 1
tgid 6425  "ell.clashroyale"  7fbe349000 1
tgid 6425  "ell.clashroyale"  7f2d298000 1
tgid 6425  "SentryAsyncConn"  7f28b51000 1
tgid 6425  "SentryAsyncConn"  7eb911c000 1
tgid 6425  "SentryAsyncConn"  72834000 1
tgid 6425  "SentryAsyncConn"  1325b000 1
tgid 6425  "SentryAsyncConn"  7f28d07000 1
tgid 6425  "SentryAsyncConn"  7f28d08000 1
tgid 6425  "SentryAsyncConn"  7f3984c000 1
tgid 6425  "SentryAsyncConn"  7f39841000 1
tgid 6425  "SentryAsyncConn"  7f39848000 1
tgid 6425  "SentryAsyncConn"  7eb947d000 1
tgid 6425  "SentryAsyncConn"  7f28afb000 1
tgid 6425  "SentryAsyncConn"  9e75d000 1
tgid 6425  "ell.clashroyale"  7f3980b000 1
tgid 6425  "ell.clashroyale"  7f3980d000 1
tgid 6425  "ell.clashroyale"  7ebb810000 1
tgid 6425  "ell.clashroyale"  7f28d22000 1
tgid 6425  "ell.clashroyale"  7f28b29000 1
tgid 6425  "SentryAsyncConn"  72771000 1
tgid 6425  "SentryAsyncConn"  726e6000 1
tgid 6425  "SentryAsyncConn"  72777000 1
tgid 6425  "SentryAsyncConn"  766da000 1
tgid 6425  "SentryAsyncConn"  766dc000 1
tgid 6425  "SentryAsyncConn"  13245000 1
tgid 6425  "SentryAsyncConn"  133f3000 1
tgid 6425  "SentryAsyncConn"  7f35092000 1
tgid 6425  "SentryAsyncConn"  13270000 1
tgid 6425  "SentryAsyncConn"  1325a000 1
tgid 6425  "SentryAsyncConn"  7e88866000 1
tgid 6425  "SentryAsyncConn"  7fbe1f5000 1
tgid 6425  "SentryAsyncConn"  7f30904000 1
tgid 6425  "SentryAsyncConn"  7f28e39000 1
tgid 6425  "SentryAsyncConn"  7f28b2d000 1
tgid 6425  "SentryAsyncConn"  9e710000 1
tgid 6425  "SentryAsyncConn"  9e74b000 1
tgid 6425  "SentryAsyncConn"  1325d000 1
tgid 6425  "SentryAsyncConn"  7f28d27000 1
tgid 6425  "SentryAsyncConn"  7eb91e5000 1
tgid 6425  "SentryAsyncConn"  7f28b98000 1
tgid 6425  "ell.clashroyale"  7f28e51000 1
tgid 6425  "ell.clashroyale"  7fbe238000 1
tgid 6425  "ell.clashroyale"  136bc000 1
tgid 6425  "ell.clashroyale"  13287000 1
tgid 6425  "ell.clashroyale"  7f28be8000 1
tgid 6425  "ell.clashroyale"  7f28be6000 1
tgid 6425  "ell.clashroyale"  7f28be7000 1
tgid 6425  "ell.clashroyale"  7eb9381000 1
tgid 6425  "ell.clashroyale"  7fbe264000 1
tgid 6425  "ell.clashroyale"  7eb92e6000 1
tgid 6425  "ell.clashroyale"  7eb9172000 1
tgid 6425  "ell.clashroyale"  7eb918b000 1
tgid 602  "Binder:602_4"  7fba62a000 1
tgid 602  "Binder:602_4"  7fb699b000 1
tgid 602  "Binder:602_4"  7fbc21c000 1
tgid 602  "Binder:602_4"  7fbc21b000 1
tgid 602  "Binder:602_4"  7fbd09a000 1
tgid 602  "Binder:602_4"  7fbd09d000 1
tgid 602  "Binder:602_4"  7fbd09b000 1
tgid 602  "Binder:602_4"  7fb771c000 1
tgid 602  "Binder:602_4"  7fb771d000 1
tgid 602  "Binder:602_4"  7fb6825000 1
tgid 602  "Binder:602_4"  7fb6824000 1
tgid 602  "Binder:602_4"  7fb6738000 1
tgid 602  "Binder:602_4"  7fb6739000 1
tgid 6425  "ell.clashroyale"  7ebb832000 1
tgid 6425  "ell.clashroyale"  7e92ddf000 1
tgid 6425  "ell.clashroyale"  7eb9176000 1
tgid 6425  "ell.clashroyale"  7eb9177000 1
tgid 6425  "ell.clashroyale"  7fba535000 1
tgid 6425  "RenderThread"  7eb947e000 1
tgid 6425  "RenderThread"  7eb947f000 1
tgid 6425  "RenderThread"  7fbc261000 1
tgid 6425  "RenderThread"  7fbdb72000 1
tgid 6425  "RenderThread"  7f209a7000 1
tgid 6425  "RenderThread"  7f1f9fe000 1
tgid 6425  "ell.clashroyale"  7e92de0000 1
tgid 6425  "ell.clashroyale"  7f2d296000 1
tgid 6425  "RenderThread"  7f28e96000 1
tgid 6425  "RenderThread"  7ebba06000 1
tgid 6425  "RenderThread"  7f28ef4000 1
tgid 602  "Binder:602_5"  7fb771b000 1
tgid 6425  "RenderThread"  7f28a5c000 1
tgid 6425  "RenderThread"  7f289b2000 1
tgid 6425  "RenderThread"  7f28f78000 1
tgid 6425  "RenderThread"  7f28e50000 1
tgid 6425  "RenderThread"  7f28b97000 1
tgid 6425  "RenderThread"  7f28b39000 1
tgid 6425  "RenderThread"  7f28e9e000 1
tgid 6425  "ell.clashroyale"  7f28d4d000 1
tgid 6425  "ell.clashroyale"  7f28d50000 1
tgid 6425  "ell.clashroyale"  7eb90f7000 1
tgid 6425  "RenderThread"  7f28ebc000 1
tgid 6425  "RenderThread"  7f28ebe000 1
tgid 6425  "RenderThread"  7ecf47f000 1
tgid 6425  "RenderThread"  7e92de2000 1
tgid 6425  "RenderThread"  7f28e22000 1
tgid 6425  "RenderThread"  7eb92dc000 1
tgid 6425  "RenderThread"  7fbf5e4000 1
tgid 6425  "RenderThread"  7eb8cc9000 1
tgid 6425  "RenderThread"  7f28b9c000 1
tgid 6425  "ell.clashroyale"  1324b000 1
tgid 6425  "RenderThread"  7f28a7f000 1
tgid 6425  "RenderThread"  7eb911d000 1
tgid 602  "Binder:602_1"  7fba73a000 1
tgid 602  "Binder:602_1"  7fba6fc000 1
tgid 602  "Binder:602_1"  7fba6fb000 1
tgid 602  "Binder:602_1"  7fbe170000 1
tgid 6425  "RenderThread"  7f28a5d000 1
tgid 6425  "RenderThread"  7ebba12000 1
tgid 6425  "RenderThread"  7e91609000 1
tgid 6425  "ell.clashroyale"  7f28a83000 1
tgid 6425  "ell.clashroyale"  7f39807000 1
tgid 6425  "ell.clashroyale"  7f39845000 1
tgid 6425  "ell.clashroyale"  7f3983a000 1
tgid 6425  "ell.clashroyale"  7f3984d000 1
tgid 6425  "ell.clashroyale"  7f3983b000 1
tgid 6425  "ell.clashroyale"  7f39832000 1
tgid 6425  "ell.clashroyale"  7eb9220000 1
tgid 6425  "ell.clashroyale"  7f28abd000 1
tgid 6425  "ell.clashroyale"  7f28e08000 1
tgid 6425  "ell.clashroyale"  7eb93b6000 1
tgid 6425  "ell.clashroyale"  7eb948e000 1
tgid 6425  "ell.clashroyale"  7e95004000 1
tgid 6425  "ell.clashroyale"  7f2d2a8000 1
tgid 6425  "ell.clashroyale"  7e92f1e000 1
tgid 6425  "ell.clashroyale"  7f28d44000 1
tgid 6425  "ell.clashroyale"  7f39833000 1
tgid 6425  "ell.clashroyale"  7f28f5b000 1
tgid 6425  "ell.clashroyale"  7ebba23000 1
tgid 6425  "ell.clashroyale"  7ebba24000 1
tgid 6425  "ell.clashroyale"  7ebba25000 1
tgid 6425  "ell.clashroyale"  7ebba44000 1
tgid 6425  "ell.clashroyale"  7eb94b8000 1
tgid 6425  "ell.clashroyale"  7f28a85000 1
tgid 602  "Binder:602_1"  7fba802000 1
tgid 602  "Binder:602_1"  7fba803000 1
tgid 602  "Binder:602_1"  7fba80b000 1
tgid 602  "Binder:602_1"  7fbd0a0000 1
tgid 602  "Binder:602_1"  7fba609000 1
tgid 602  "Binder:602_1"  7fba608000 1
tgid 6425  "ell.clashroyale"  7f39834000 1
tgid 6425  "ell.clashroyale"  7fbe294000 1
tgid 6425  "ell.clashroyale"  7fbe178000 1
tgid 602  "Binder:602_2"  7fb68e5000 1
tgid 602  "Binder:602_2"  7fb68e3000 1
tgid 602  "Binder:602_2"  7fb68e4000 1
tgid 602  "Binder:602_2"  7fbe1ae000 1
tgid 602  "Binder:602_2"  7fb67f0000 1
tgid 6425  "ell.clashroyale"  7f289ff000 1
tgid 6425  "ell.clashroyale"  7ebba45000 1
tgid 6425  "ell.clashroyale"  13401000 1
tgid 6425  "ell.clashroyale"  7eb93b7000 1
tgid 6425  "ell.clashroyale"  7e92de8000 1
tgid 6425  "ell.clashroyale"  7ebba3e000 1
tgid 6425  "ell.clashroyale"  7ebba46000 1
tgid 6425  "ell.clashroyale"  7eb926c000 1
tgid 6425  "ell.clashroyale"  7eb926d000 1
tgid 6425  "ell.clashroyale"  7eb926e000 1
tgid 6425  "ell.clashroyale"  7f3983d000 1
tgid 6425  "ell.clashroyale"  7eb92d9000 1
tgid 6425  "ell.clashroyale"  7f28dc3000 1
tgid 6425  "ell.clashroyale"  9e754000 1
tgid 6425  "ell.clashroyale"  7fbe2fc000 1
tgid 6425  "ell.clashroyale"  7f39838000 1
tgid 6425  "ell.clashroyale"  7fbe298000 1
tgid 6425  "ell.clashroyale"  7fbc5f9000 1
tgid 6425  "ell.clashroyale"  7f28d6f000 1
tgid 6425  "ell.clashroyale"  7f28d70000 1
tgid 6425  "ell.clashroyale"  7f28f5c000 1
tgid 6425  "ell.clashroyale"  7f28d71000 1
tgid 6425  "ell.clashroyale"  72738000 1
tgid 6425  "ell.clashroyale"  7f28b24000 1
tgid 6425  "ell.clashroyale"  7f28f5a000 1
tgid 6425  "ell.clashroyale"  7ebba3f000 1
tgid 6425  "ell.clashroyale"  7ebba40000 1
tgid 6425  "ell.clashroyale"  7eb904d000 1
tgid 6425  "ell.clashroyale"  7eb92f5000 1
tgid 6425  "ell.clashroyale"  7f28d72000 1
tgid 6425  "ell.clashroyale"  7f2898a000 1
tgid 6425  "ell.clashroyale"  7eb92f6000 1
tgid 6425  "ell.clashroyale"  7f28ea9000 1
tgid 6425  "ell.clashroyale"  7f28eaa000 1
tgid 6425  "ell.clashroyale"  7ebba43000 1
tgid 6425  "ell.clashroyale"  7eb92f7000 1
tgid 6425  "ell.clashroyale"  7eb92c0000 1
tgid 6425  "ell.clashroyale"  7eb92f8000 1
tgid 6425  "ell.clashroyale"  7eb918c000 1
tgid 6425  "ell.clashroyale"  7eb92f9000 1
tgid 6425  "ell.clashroyale"  7e92e82000 1
tgid 6425  "ell.clashroyale"  7eb9395000 1
tgid 6425  "ell.clashroyale"  7e92daf000 1
tgid 6425  "ell.clashroyale"  7eb92fc000 1
tgid 6425  "ell.clashroyale"  7e9300c000 1
tgid 6425  "ell.clashroyale"  7eb904e000 1
tgid 6425  "ell.clashroyale"  7e9300d000 1
tgid 6425  "ell.clashroyale"  7e92db0000 1
tgid 6425  "ell.clashroyale"  7e9300e000 1
tgid 6425  "ell.clashroyale"  7e9300f000 1
tgid 6425  "RenderThread"  7f28ecf000 1
tgid 6425  "RenderThread"  7ebb827000 1
tgid 602  "surfaceflinger"  7fb67b7000 1
tgid 602  "surfaceflinger"  7fb68c9000 1
tgid 602  "surfaceflinger"  7fb6932000 1
tgid 602  "surfaceflinger"  7fb7680000 1
tgid 602  "surfaceflinger"  7fb6927000 1
tgid 602  "surfaceflinger"  7fba62b000 1
tgid 602  "surfaceflinger"  7fb6926000 1
tgid 602  "surfaceflinger"  7fbd1fa000 1
tgid 602  "surfaceflinger"  7fb923e000 1
tgid 602  "surfaceflinger"  7fbe1e7000 1
tgid 6425  "RenderThread"  7f28992000 1
tgid 6425  "RenderThread"  7f28ef1000 1
tgid 6425  "RenderThread"  7f28f83000 1
tgid 6425  "RenderThread"  7f28f87000 1
tgid 6425  "RenderThread"  7f28bdb000 1
tgid 6425  "RenderThread"  7f28ebf000 1
tgid 602  "surfaceflinger"  7fbe33f000 1
tgid 602  "surfaceflinger"  7fbe2ef000 1
tgid 602  "surfaceflinger"  7fbf6ff000 1
tgid 6425  "RenderThread"  7f28fe7000 1
tgid 6425  "RenderThread"  7f28e09000 1
tgid 6425  "RenderThread"  7f28abe000 1
tgid 6425  "RenderThread"  7f28abf000 1
tgid 6425  "RenderThread"  7f28ac0000 1
tgid 6425  "RenderThread"  7ebb755000 1
tgid 6425  "RenderThread"  7f28e85000 1
tgid 6425  "RenderThread"  7ebb7b7000 1
tgid 6425  "RenderThread"  7ebb7db000 1
tgid 6425  "RenderThread"  7ebb7fb000 1
tgid 6425  "RenderThread"  7f28fc6000 1
tgid 6425  "RenderThread"  7f28dac000 1
tgid 6425  "RenderThread"  7f28f68000 1
tgid 6425  "RenderThread"  7fbe23a000 1
tgid 6425  "RenderThread"  7e88867000 1
tgid 6425  "RenderThread"  7f28f69000 1
tgid 6425  "RenderThread"  7ebb9c8000 1
tgid 6425  "RenderThread"  7f28a0f000 1
tgid 6425  "RenderThread"  7fbe23b000 1
tgid 6425  "RenderThread"  7eb92f0000 1
tgid 6425  "hwuiTask1"  7ebb5cd000 1
tgid 6425  "hwuiTask1"  7ebb5cc000 1
tgid 6425  "hwuiTask1"  7eb90d4000 1
tgid 6425  "hwuiTask1"  7eb90d5000 1
tgid 602  "Binder:602_4"  7fb79d8000 1
tgid 602  "Binder:602_4"  7fb79da000 1
tgid 602  "Binder:602_4"  7fb67f1000 1
tgid 606  "HwBinder:606_1"  7fbb62c000 1
tgid 606  "HwBinder:606_1"  7fbcafd000 1
tgid 606  "HwBinder:606_1"  7fbcafe000 1
tgid 6425  "hwuiTask1"  7ebb5cb000 1
tgid 6425  "hwuiTask1"  7ebba49000 1
tgid 6425  "hwuiTask1"  7ebba4a000 1
tgid 6425  "hwuiTask1"  7f28ba8000 1
tgid 6425  "hwuiTask1"  7e92f7c000 1
tgid 6425  "hwuiTask1"  7ebb9e6000 1
tgid 6425  "hwuiTask1"  7f28d57000 1
tgid 6425  "hwuiTask1"  7f28b48000 1
tgid 6425  "hwuiTask1"  7f28ed0000 1
tgid 6425  "hwuiTask1"  7eb9492000 1
tgid 6425  "hwuiTask1"  7eb948a000 1
tgid 602  "Binder:602_1"  7fbda2e000 1
tgid 602  "Binder:602_1"  7fbda2d000 1
tgid 606  "HwBinder:606_1"  7fbb634000 1
tgid 606  "HwBinder:606_1"  7fbd019000 1
tgid 606  "HwBinder:606_1"  7fbb600000 1
tgid 606  "HwBinder:606_1"  7fbb603000 1
tgid 606  "HwBinder:606_1"  7fbb61e000 1
tgid 606  "HwBinder:606_1"  7fbda39000 1
tgid 606  "HwBinder:606_1"  7fbd006000 1
tgid 606  "HwBinder:606_1"  7fbd00d000 1
tgid 606  "HwBinder:606_1"  7fbd01c000 1
tgid 606  "HwBinder:606_1"  7fbd913000 1
tgid 606  "HwBinder:606_1"  7fbddcf000 1
tgid 606  "HwBinder:606_1"  7fbddcb000 1
tgid 606  "HwBinder:606_1"  7fbddcc000 1
tgid 606  "HwBinder:606_1"  7fbd062000 1
tgid 606  "HwBinder:606_1"  7fbd063000 1
tgid 606  "HwBinder:606_1"  7fbb633000 1
tgid 606  "HwBinder:606_1"  7fbcaf9000 1
tgid 606  "HwBinder:606_1"  7fbd00a000 1
tgid 606  "HwBinder:606_1"  7fbcafa000 1
tgid 606  "HwBinder:606_1"  7fbcafb000 1
tgid 606  "HwBinder:606_1"  7fbcafc000 1
tgid 606  "HwBinder:606_1"  7fbdb99000 1
tgid 606  "HwBinder:606_1"  7fbb629000 1
tgid 606  "HwBinder:606_1"  7fbd005000 1
tgid 606  "HwBinder:606_1"  7fbd009000 1
tgid 606  "HwBinder:606_1"  7fbd61f000 1
tgid 606  "HwBinder:606_1"  7fbb63e000 1
tgid 606  "HwBinder:606_1"  7fbcaf5000 1
tgid 606  "HwBinder:606_1"  7fbcaf6000 1
tgid 606  "HwBinder:606_1"  7fbcaf7000 1
tgid 606  "HwBinder:606_1"  7fbcaf8000 1
tgid 606  "HwBinder:606_1"  7fbb628000 1
tgid 606  "HwBinder:606_1"  7fbcddb000 1
tgid 606  "HwBinder:606_1"  7fbd200000 1
tgid 606  "HwBinder:606_1"  7fbb639000 1
tgid 606  "HwBinder:606_1"  7fbb604000 1
tgid 606  "HwBinder:606_1"  7fbb645000 1
tgid 606  "HwBinder:606_1"  7fbb64a000 1
tgid 606  "HwBinder:606_1"  7fbcde8000 1
tgid 602  "Binder:602_4"  7fba653000 1
tgid 602  "Binder:602_4"  7fba60b000 1
tgid 602  "Binder:602_4"  7fb75f3000 1
tgid 6425  "RenderThread"  7e92ec2000 1
tgid 6425  "RenderThread"  7ebb82e000 1
tgid 6425  "RenderThread"  7eb9487000 1
tgid 6425  "RenderThread"  7eb94b4000 1
tgid 6425  "RenderThread"  7e9531f000 1
tgid 6425  "RenderThread"  7ecf478000 1
tgid 6425  "RenderThread"  7ecf479000 1
tgid 6425  "RenderThread"  7ecf47a000 1
tgid 6425  "RenderThread"  7f20ff9000 1
