tgid 5598  "adbd"  7fbd039000 0
tgid 1995  "RenderThread"  7ecec3a000 2
tgid 1995  "RenderThread"  7ec5412000 2
tgid 1995  "RenderThread"  7ec5413000 2
tgid 1995  "RenderThread"  7fbe177000 2
tgid 1995  "RenderThread"  7ec570c000 2
tgid 1995  "RenderThread"  7ececf3000 2
tgid 1995  "RenderThread"  7ec3b8e000 2
tgid 1995  "RenderThread"  7ec56ad000 2
tgid 1653  "ScreenDecoratio"  9ece3000 2
tgid 1653  "ScreenDecoratio"  9ecba000 2
tgid 1995  "RenderThread"  7ec3c02000 2
tgid 1995  "RenderThread"  7ec3c03000 2
tgid 1995  "RenderThread"  7ec3d7a000 2
tgid 1995  "RenderThread"  7ec9145000 2
tgid 1995  "RenderThread"  7ec3c76000 2
tgid 1995  "RenderThread"  7ecebfb000 2
tgid 1653  "ndroid.systemui"  9ec9f000 2
tgid 1653  "ndroid.systemui"  7fbc533000 2
tgid 1995  "RenderThread"  7ec3d72000 2
tgid 1995  "RenderThread"  7ec3c75000 2
tgid 1995  "RenderThread"  7ecec10000 2
tgid 1340  "InputDispatcher"  7e813bf000 2
tgid 3135  "Binder:3135_4"  7fb9e51000 2
tgid 3135  "Binder:3135_4"  7fb9e4d000 2
tgid 1995  "RenderThread"  7ec56b9000 2
tgid 1340  "android.ui"  7f2d808000 2
tgid 1995  "RenderThread"  7ec5682000 2
tgid 1995  "RenderThread"  7ec3b04000 2
tgid 1995  "RenderThread"  7ec56ef000 2
tgid 1995  "RenderThread"  7ec5724000 2
tgid 1995  "RenderThread"  7ec3c77000 2
tgid 1995  "RenderThread"  7ecec2e000 2
tgid 1995  "RenderThread"  7ec5699000 2
tgid 1995  "RenderThread"  7ec569c000 2
tgid 1995  "RenderThread"  7f2d61c000 2
tgid 1995  "RenderThread"  7f2d68a000 2
tgid 1653  "ScreenDecoratio"  9ee73000 2
tgid 1653  "ndroid.systemui"  7f3986b000 2
tgid 1653  "ndroid.systemui"  7f2d66a000 2
tgid 1995  "RenderThread"  7ec5432000 2
tgid 1995  "RenderThread"  7ececf4000 2
tgid 1995  "RenderThread"  7f1fa3f000 2
tgid 1995  "RenderThread"  7ec3c05000 2
tgid 1995  "RenderThread"  7ec3d70000 2
tgid 1995  "RenderThread"  7ecebfa000 2
tgid 5145  "Binder:5145_5"  7fbe17f000 2
tgid 1653  "ScreenDecoratio"  9edae000 2
tgid 1653  "ndroid.systemui"  7eacbda000 2
tgid 1995  "RenderThread"  7f28b1b000 2
tgid 1995  "RenderThread"  7ec3c06000 2
tgid 1995  "RenderThread"  7ec3d71000 2
tgid 1995  "RenderThread"  7ec3d76000 2
tgid 1340  "Binder:1340_1"  7eb7fe4000 2
tgid 1995  "RenderThread"  7ec541b000 2
tgid 1340  "android.ui"  9eeef000 2
tgid 1995  "RenderThread"  7f28b38000 2
tgid 1340  "android.ui"  9ee83000 2
tgid 1995  "RenderThread"  7ec3c74000 2
tgid 1995  "RenderThread"  7ec3c9c000 2
tgid 1995  "RenderThread"  7ec53f4000 2
tgid 1995  "RenderThread"  7eceb00000 2
tgid 1995  "RenderThread"  7eceb01000 2
tgid 1995  "RenderThread"  7f2d21d000 2
tgid 1995  "RenderThread"  7ec3cc4000 2
tgid 1995  "RenderThread"  7ec3b3d000 2
tgid 1995  "RenderThread"  7f28a21000 2
tgid 1995  "RenderThread"  7ec5501000 2
tgid 1995  "RenderThread"  7ec54f6000 2
tgid 1995  "RenderThread"  7ec54f5000 2
tgid 1995  "RenderThread"  7ecb757000 2
tgid 1995  "RenderThread"  7f299b3000 2
tgid 1995  "RenderThread"  7ec56fc000 2
tgid 1995  "RenderThread"  7f29909000 2
tgid 1995  "RenderThread"  7eceae9000 2
tgid 1995  "RenderThread"  7ecec0a000 2
tgid 1995  "RenderThread"  7f28a7e000 2
tgid 1995  "RenderThread"  7eced49000 2
tgid 1995  "RenderThread"  7ec5408000 2
tgid 1995  "RenderThread"  7f299ba000 2
tgid 1995  "RenderThread"  7ec570a000 2
tgid 1995  "RenderThread"  7f2d22b000 2
tgid 600  "surfaceflinger"  7faa653000 2
tgid 1995  "RenderThread"  7f299f8000 2
tgid 1995  "RenderThread"  7f2d14d000 2
tgid 1995  "RenderThread"  7f299c6000 2
tgid 1995  "RenderThread"  7fbe18f000 2
tgid 1995  "RenderThread"  7ec562a000 2
tgid 1995  "RenderThread"  7ec5429000 2
tgid 1995  "RenderThread"  7ec5627000 2
tgid 1995  "RenderThread"  7ec545b000 2
tgid 1995  "RenderThread"  7ec5628000 2
tgid 1995  "RenderThread"  7f28a1b000 2
tgid 1995  "RenderThread"  7f28af2000 2
tgid 1995  "RenderThread"  7ec546d000 2
tgid 1995  "RenderThread"  7f28a1a000 2
tgid 1995  "RenderThread"  7f2998a000 2
tgid 1995  "RenderThread"  7ec545c000 2
tgid 1995  "RenderThread"  7f29911000 2
tgid 1995  "RenderThread"  7ec3d09000 2
tgid 1995  "RenderThread"  7ec3ccf000 2
tgid 1995  "RenderThread"  7ec3b49000 2
tgid 1995  "RenderThread"  7ec3b4a000 2
tgid 1995  "RenderThread"  7ec3b4b000 2
tgid 1995  "RenderThread"  7ec3b4c000 2
tgid 1995  "RenderThread"  7ec3b4d000 2
tgid 1995  "RenderThread"  7fba062000 2
tgid 1995  "RenderThread"  7f39803000 2
tgid 1995  "RenderThread"  7f3983a000 2
tgid 1995  "RenderThread"  7ec9080000 2
tgid 1995  "RenderThread"  7ec5704000 2
tgid 1995  "RenderThread"  7ec5705000 2
tgid 1995  "RenderThread"  7ec56ff000 2
tgid 1995  "RenderThread"  7f2993f000 2
tgid 1995  "RenderThread"  7f2993e000 2
tgid 1995  "RenderThread"  7f2992a000 2
tgid 1995  "RenderThread"  7ec54d4000 2
tgid 1995  "RenderThread"  7ec3d7b000 2
tgid 1995  "RenderThread"  7f29907000 2
tgid 1995  "RenderThread"  7f298e9000 2
tgid 1995  "RenderThread"  7ec54a1000 2
tgid 1995  "RenderThread"  7ec3d74000 2
tgid 1995  "RenderThread"  7f2990c000 2
tgid 1995  "RenderThread"  7f29908000 2
tgid 1995  "RenderThread"  7ec3c9d000 2
tgid 1995  "RenderThread"  7f29955000 2
tgid 1995  "RenderThread"  7ec549c000 2
tgid 1995  "RenderThread"  7ec549d000 2
tgid 1995  "RenderThread"  7ec3d73000 2
tgid 1995  "RenderThread"  7f29990000 2
tgid 1995  "RenderThread"  7f299b1000 2
tgid 1995  "RenderThread"  7f299a4000 2
tgid 1995  "droid.launcher3"  7eceae3000 2
tgid 1995  "droid.launcher3"  7ecea8a000 2
tgid 1995  "droid.launcher3"  7ecea8d000 2
tgid 1995  "droid.launcher3"  7ec3d7c000 2
tgid 1995  "RenderThread"  7f29957000 2
tgid 1995  "RenderThread"  7f29932000 2
tgid 1995  "RenderThread"  7f29980000 2
tgid 1995  "RenderThread"  7f299b5000 2
tgid 1995  "droid.launcher3"  7ec3d7d000 2
tgid 1995  "droid.launcher3"  7ec3d7e000 2
tgid 1995  "droid.launcher3"  7ec3d82000 2
tgid 1995  "droid.launcher3"  7ec3d83000 2
tgid 1995  "droid.launcher3"  7ec3d84000 2
tgid 1995  "droid.launcher3"  7ecec1c000 2
tgid 1995  "droid.launcher3"  7ecebf8000 2
tgid 1995  "droid.launcher3"  7ecec7a000 2
tgid 1995  "droid.launcher3"  7ecec1b000 2
tgid 1995  "RenderThread"  7f2990a000 2
tgid 1995  "RenderThread"  7f2990b000 2
tgid 1995  "RenderThread"  7f299b8000 2
tgid 1995  "droid.launcher3"  7ecea8f000 2
tgid 1995  "RenderThread"  7ecec83000 2
tgid 1995  "droid.launcher3"  7ecea85000 2
tgid 1995  "RenderThread"  7f2998d000 2
tgid 1995  "RenderThread"  7f299b0000 2
tgid 1995  "RenderThread"  7f299a3000 2
tgid 1653  "ScreenDecoratio"  13e49000 2
tgid 1653  "ScreenDecoratio"  7eb5522000 2
tgid 1995  "RenderThread"  7ec56a1000 2
tgid 1995  "RenderThread"  7f2998e000 2
tgid 1995  "RenderThread"  7ecec82000 2
tgid 1995  "RenderThread"  7f299a5000 2
tgid 1995  "RenderThread"  7f299e2000 2
tgid 1995  "RenderThread"  7f299c8000 2
tgid 1995  "RenderThread"  7f29956000 2
tgid 1995  "RenderThread"  7f29991000 2
tgid 1995  "RenderThread"  7f299a2000 2
tgid 1340  "Binder:1340_19"  13e92000 2
tgid 1995  "RenderThread"  7f299b2000 2
tgid 1995  "RenderThread"  7f299f7000 2
tgid 1995  "RenderThread"  7ec3d87000 2
tgid 1995  "RenderThread"  7f2998f000 2
tgid 1995  "RenderThread"  7ec53f5000 2
tgid 1995  "RenderThread"  7ecec39000 2
tgid 1995  "RenderThread"  7ec3cd3000 2
tgid 1995  "RenderThread"  7ec5414000 2
tgid 1995  "RenderThread"  7ec56fa000 2
tgid 1995  "RenderThread"  7ec550d000 2
tgid 1995  "RenderThread"  7ec9146000 2
tgid 1995  "RenderThread"  7eceb1e000 2
tgid 1995  "RenderThread"  7ec56f8000 2
tgid 1995  "RenderThread"  7f29950000 2
tgid 1995  "RenderThread"  7ec5431000 2
tgid 1995  "RenderThread"  7ec3d14000 2
tgid 1995  "RenderThread"  7fbf5e4000 2
tgid 600  "Binder:600_1"  7fba609000 2
tgid 600  "Binder:600_1"  7fba65c000 2
tgid 600  "Binder:600_1"  7fba641000 2
tgid 600  "Binder:600_1"  7fba65f000 2
tgid 1995  "RenderThread"  7fbb2f0000 2
tgid 1995  "hwuiTask0"  7f29fdc000 2
tgid 1995  "RenderThread"  7ecec47000 2
tgid 5097  "Binder:5097_5"  7fb9e51000 2
tgid 5097  "Binder:5097_5"  7fb9e4d000 2
tgid 5145  "Binder:5145_5"  7fbe20a000 2
tgid 1995  "hwuiTask0"  7f29fdb000 2
tgid 1995  "hwuiTask0"  7ec54ee000 2
tgid 1995  "hwuiTask0"  7ec54ef000 2
tgid 1995  "hwuiTask0"  7fbdd52000 2
tgid 1995  "hwuiTask0"  7f29fd9000 2
tgid 1995  "hwuiTask0"  12f81000 2
tgid 1995  "hwuiTask0"  7f29fda000 2
tgid 1995  "hwuiTask0"  7ec54ff000 2
tgid 1995  "hwuiTask0"  7ec5500000 2
tgid 1995  "hwuiTask0"  7f298f3000 2
tgid 1995  "RenderThread"  7ecec3d000 2
tgid 3135  "Binder:3135_4"  7fbe224000 2
tgid 3135  "Binder:3135_4"  7fbe225000 2
tgid 3135  "Binder:3135_4"  7f2d674000 2
tgid 3135  "Binder:3135_4"  7f2d61e000 2
tgid 3135  "Binder:3135_4"  7f2d16b000 2
tgid 1995  "RenderThread"  7ecec48000 2
tgid 1995  "RenderThread"  7f28b57000 2
tgid 1995  "RenderThread"  7f299b4000 2
tgid 1995  "RenderThread"  7ecec07000 2
tgid 1995  "RenderThread"  7ec3bb2000 2
tgid 1995  "RenderThread"  7ec3bb3000 2
tgid 1995  "RenderThread"  7ec3c7a000 2
tgid 1995  "RenderThread"  7f28bce000 2
tgid 1995  "RenderThread"  7eced4c000 2
tgid 1995  "RenderThread"  7ec545f000 2
tgid 1995  "RenderThread"  7f299c9000 2
tgid 1995  "RenderThread"  7f2990d000 2
tgid 600  "Binder:600_1"  7fb74e9000 2
tgid 1340  "InputDispatcher"  7f2d81d000 2
tgid 5785  "Binder:5785_5"  7f28fb0000 2
tgid 5785  "Binder:5785_5"  7f28f72000 2
tgid 7328  "Binder:7328_3"  7f28b5d000 2
tgid 7328  "Binder:7328_3"  7fbe180000 2
tgid 7328  "Binder:7328_3"  7fbe22c000 2
tgid 7328  "Binder:7328_3"  7f28ac2000 2
tgid 7328  "Binder:7328_3"  7f28ba2000 2
tgid 7328  "Binder:7328_3"  7fbda9d000 2
tgid 7328  "Binder:7328_3"  7fbe301000 2
tgid 7328  "Binder:7328_3"  7fbe241000 2
tgid 5785  "Binder:5785_5"  7f2d76f000 2
tgid 7328  "Binder:7328_3"  7fbe1e9000 2
tgid 5785  "Binder:5785_5"  7f28f6d000 2
tgid 5785  "Binder:5785_5"  7f28ac2000 2
tgid 7328  "Binder:7328_3"  7f393c4000 2
tgid 5785  "Binder:5785_5"  7f28f86000 2
tgid 5785  "Binder:5785_5"  7fbe301000 2
tgid 5785  "Binder:5785_5"  7fbe241000 2
tgid 5145  "Binder:5145_5"  7fb9e51000 2
tgid 7328  "Binder:7328_3"  7fbe165000 2
tgid 7328  "Binder:7328_3"  7f28b77000 2
tgid 7328  "Binder:7328_3"  7fb9e4e000 2
tgid 5785  "Binder:5785_5"  7fbe1e9000 2
tgid 7328  "Binder:7328_3"  7fbd93d000 2
tgid 5097  "Binder:5097_5"  7fbe316000 2
tgid 5097  "Binder:5097_5"  7f28bba000 2
tgid 5097  "Binder:5097_5"  7f2d691000 2
tgid 5097  "Binder:5097_5"  7f2d7fe000 2
tgid 5097  "Binder:5097_5"  7f2d16c000 2
tgid 5785  "Binder:5785_5"  7fbe165000 2
tgid 5145  "Binder:5145_5"  7fb9e4d000 2
tgid 7328  "Binder:7328_3"  7f28b18000 2
tgid 7328  "Binder:7328_3"  7f393c2000 2
tgid 7328  "Binder:7328_3"  7fbe23c000 2
tgid 7328  "Binder:7328_3"  7f28b78000 2
tgid 7328  "Binder:7328_3"  7f31943000 2
tgid 5785  "Binder:5785_5"  7f28fde000 2
tgid 5785  "Binder:5785_5"  7fbd93d000 2
tgid 5785  "Binder:5785_5"  7f28e72000 2
tgid 5785  "Binder:5785_5"  7f28fdf000 2
tgid 5785  "Binder:5785_5"  7f31943000 2
tgid 7328  "Binder:7328_3"  12c45000 2
tgid 5785  "Binder:5785_5"  1315c000 2
tgid 5785  "Binder:5785_5"  7fbe286000 2
tgid 5785  "Binder:5785_5"  7fbe285000 2
tgid 5785  "Binder:5785_5"  13101000 2
tgid 5785  "Binder:5785_5"  12f40000 2
tgid 5785  "Binder:5785_5"  7f30b59000 2
tgid 5785  "Binder:5785_5"  7ebae45000 2
tgid 5785  "Binder:5785_5"  12c80000 2
tgid 5785  "Binder:5785_5"  1310b000 2
tgid 5785  "Binder:5785_5"  7fbe1e7000 2
tgid 7328  "Binder:7328_3"  7fbe286000 2
tgid 7328  "Binder:7328_3"  7fbe285000 2
tgid 7328  "Binder:7328_3"  7f393c3000 2
tgid 5785  "Binder:5785_5"  7fbe17f000 2
tgid 5785  "Binder:5785_5"  7fbe20a000 2
tgid 7328  "Binder:7328_3"  7fbe1f8000 2
tgid 7328  "Binder:7328_3"  12c40000 2
tgid 7328  "Binder:7328_3"  12c4a000 2
tgid 7328  "Binder:7328_3"  7fbe24e000 2
tgid 5785  "Binder:5785_5"  7f28ffb000 2
tgid 5785  "Binder:5785_5"  7f28ffc000 2
tgid 5785  "Binder:5785_5"  7fbe1d3000 2
tgid 5785  "Binder:5785_5"  7f28fb6000 2
tgid 5785  "Binder:5785_5"  7f395f0000 2
tgid 7328  "Binder:7328_3"  7f31740000 2
tgid 7328  "Binder:7328_3"  7f2deff000 2
tgid 7328  "Binder:7328_3"  12c8d000 2
tgid 7328  "Binder:7328_3"  7f34f56000 2
tgid 7328  "Binder:7328_3"  12c43000 2
tgid 7328  "Binder:7328_3"  7fbe1e7000 2
tgid 5785  "Binder:5785_5"  13105000 2
tgid 5785  "Binder:5785_5"  132b1000 2
tgid 5785  "Binder:5785_5"  7f350ce000 2
tgid 5785  "Binder:5785_5"  7f34f57000 2
tgid 5785  "Binder:5785_5"  7fbe22e000 2
tgid 5785  "Binder:5785_5"  72bc9000 2
tgid 5785  "roid.smartboard"  7fffffd000 2
tgid 5785  "roid.smartboard"  7fbe491000 2
tgid 7328  "Binder:7328_3"  7fbe17f000 2
tgid 5785  "roid.smartboard"  7fbe1a2000 2
tgid 5785  "roid.smartboard"  7fbe1a3000 2
tgid 5785  "roid.smartboard"  7fbe25a000 2
tgid 5785  "roid.smartboard"  7fffffb000 2
tgid 7328  "Binder:7328_3"  7fbe20a000 2
tgid 5785  "roid.smartboard"  72bab000 2
tgid 7328  "Binder:7328_3"  7fb9e51000 2
tgid 7328  "Binder:7328_3"  7fb9e4d000 2
tgid 7328  "Binder:7328_3"  7f2895f000 2
tgid 7328  "Binder:7328_3"  7f28b1c000 2
tgid 7328  "Binder:7328_3"  7fbe1d3000 2
tgid 7328  "Binder:7328_3"  7f28b5c000 2
tgid 7328  "Binder:7328_3"  7f2d145000 2
tgid 5785  "roid.smartboard"  72d18000 2
tgid 7328  "Binder:7328_3"  7f39800000 2
tgid 5785  "roid.smartboard"  13114000 2
tgid 5785  "roid.smartboard"  7fbded4000 2
tgid 5785  "roid.smartboard"  12cc4000 2
tgid 5785  "roid.smartboard"  13167000 2
tgid 7328  "Binder:7328_3"  7f395f0000 2
tgid 5785  "roid.smartboard"  13166000 2
tgid 5785  "roid.smartboard"  13165000 2
tgid 7328  "Binder:7328_3"  12c49000 2
tgid 7328  "Binder:7328_3"  7f350ce000 2
tgid 7328  "Binder:7328_3"  72bc9000 2
tgid 5785  "roid.smartboard"  7fbe15d000 2
tgid 5785  "roid.smartboard"  7fbe15c000 2
tgid 5785  "roid.smartboard"  7fbe236000 2
tgid 5785  "roid.smartboard"  7f28b30000 2
tgid 5785  "roid.smartboard"  7f28b31000 2
tgid 5785  "roid.smartboard"  7f28b3c000 2
tgid 5785  "roid.smartboard"  132a2000 2
tgid 5145  "Binder:5145_5"  7fbe316000 2
tgid 5145  "Binder:5145_5"  7f299f9000 2
tgid 5145  "Binder:5145_5"  7f2d674000 2
tgid 5145  "Binder:5145_5"  7f2d701000 2
tgid 5145  "Binder:5145_5"  7f2d16b000 2
tgid 5785  "roid.smartboard"  7fbd93c000 2
tgid 5785  "roid.smartboard"  7f2d681000 2
tgid 5785  "roid.smartboard"  7f2d677000 2
tgid 3135  "Binder:3135_4"  7f39800000 2
tgid 5097  "Binder:5097_5"  7f39800000 2
tgid 5785  "roid.smartboard"  7f289bb000 2
tgid 3135  "Binder:3135_4"  12c95000 2
tgid 3135  "Binder:3135_4"  7f350ce000 2
tgid 3135  "Binder:3135_4"  72bc9000 2
tgid 5097  "Binder:5097_5"  7f2d16b000 2
tgid 5145  "Binder:5145_5"  7f39800000 2
tgid 5097  "Binder:5097_5"  12fc4000 2
tgid 5145  "Binder:5145_5"  12d82000 2
tgid 5785  "roid.smartboard"  7fbe1d0000 2
tgid 5097  "Binder:5097_5"  13110000 2
tgid 5097  "Binder:5097_5"  7f350ce000 2
tgid 5097  "Binder:5097_5"  72bc9000 2
tgid 5145  "Binder:5145_5"  12db9000 2
tgid 5145  "Binder:5145_5"  7f350ce000 2
tgid 5145  "Binder:5145_5"  72bc9000 2
tgid 5785  "roid.smartboard"  7f2d61e000 2
tgid 5785  "roid.smartboard"  7fbe1f9000 2
tgid 5785  "roid.smartboard"  132ad000 2
tgid 5785  "roid.smartboard"  7fbf6ff000 2
tgid 5785  "roid.smartboard"  7f28ebc000 2
tgid 5785  "roid.smartboard"  7ebace8000 2
tgid 5785  "roid.smartboard"  13520000 2
tgid 5785  "roid.smartboard"  7f2d3d6000 2
tgid 600  "Binder:600_5"  7fb750d000 2
tgid 600  "Binder:600_5"  7fba74d000 2
tgid 600  "Binder:600_5"  7fba74e000 2
tgid 600  "Binder:600_5"  7fab936000 2
tgid 1653  "ndroid.systemui"  132cd000 2
tgid 1653  "ndroid.systemui"  7eacf7e000 2
tgid 1653  "ndroid.systemui"  7eace5a000 2
tgid 1653  "ndroid.systemui"  9ee3c000 2
tgid 1653  "ndroid.systemui"  9edd6000 2
tgid 1653  "ScreenDecoratio"  7eb5590000 2
tgid 1653  "ScreenDecoratio"  13e47000 2
tgid 1653  "ndroid.systemui"  9ed37000 2
tgid 1653  "ndroid.systemui"  9ed4d000 2
tgid 1653  "ndroid.systemui"  9ed05000 2
tgid 1653  "ndroid.systemui"  9ee76000 2
tgid 1653  "ndroid.systemui"  9edb2000 2
tgid 1653  "ndroid.systemui"  9ecc1000 2
tgid 1653  "ndroid.systemui"  9edc2000 2
tgid 1653  "ndroid.systemui"  9ecc0000 2
tgid 1653  "ndroid.systemui"  9ee84000 2
tgid 1653  "ndroid.systemui"  7fbc5d4000 2
tgid 1653  "ndroid.systemui"  7fbc5d1000 2
tgid 1653  "ndroid.systemui"  9ecac000 2
tgid 1653  "ndroid.systemui"  9eea7000 2
tgid 1653  "ndroid.systemui"  9ee95000 2
tgid 1653  "ndroid.systemui"  9eec6000 2
tgid 1653  "ndroid.systemui"  13d95000 2
tgid 1653  "ndroid.systemui"  13de7000 2
tgid 1653  "ndroid.systemui"  9eccc000 2
tgid 1653  "ndroid.systemui"  9ecb0000 2
tgid 1653  "ndroid.systemui"  9ed45000 2
tgid 1653  "ndroid.systemui"  9eeae000 2
tgid 1653  "ndroid.systemui"  9ed2e000 2
tgid 1653  "ndroid.systemui"  9ecb2000 2
tgid 1653  "ndroid.systemui"  9ee9a000 2
tgid 1653  "ndroid.systemui"  9eddf000 2
tgid 1653  "ndroid.systemui"  9ed0c000 2
tgid 1653  "ndroid.systemui"  9ecc4000 2
tgid 1653  "ndroid.systemui"  9ee7c000 2
tgid 1653  "ndroid.systemui"  9ec1b000 2
tgid 1653  "ndroid.systemui"  9ecc2000 2
tgid 1653  "ndroid.systemui"  9ee7f000 2
tgid 1653  "ndroid.systemui"  9ecd3000 2
tgid 1653  "ndroid.systemui"  13e63000 2
tgid 600  "surfaceflinger"  7fb755e000 2
tgid 600  "surfaceflinger"  7faa749000 2
tgid 600  "surfaceflinger"  7fb7514000 2
tgid 1995  "hwuiTask1"  7f2d804000 2
tgid 1340  "Binder:1340_1"  7e66b07000 2
tgid 1340  "InputDispatcher"  7e813c0000 2
tgid 1340  "InputDispatcher"  7eb6fcb000 2
tgid 1340  "InputDispatcher"  7f2d823000 2
tgid 1340  "InputDispatcher"  7f2d809000 2
tgid 1340  "InputDispatcher"  7f2d81b000 2
tgid 1653  "ndroid.systemui"  7eace5b000 2
tgid 1340  "Binder:1340_1"  7e66b08000 2
tgid 1340  "Binder:1340_1"  7f289a1000 2
tgid 1995  "RenderThread"  7ec3cd0000 2
tgid 1995  "RenderThread"  7f299ca000 2
tgid 1995  "RenderThread"  7ecec09000 2
tgid 1340  "Binder:1340_1"  7e66c03000 2
tgid 1995  "hwuiTask1"  7f39808000 2
tgid 1340  "Binder:1340_1"  7e66c05000 2
tgid 1340  "InputDispatcher"  7f2d80c000 2
tgid 1340  "InputDispatcher"  7f2d815000 2
tgid 1995  "RenderThread"  7f39807000 2
tgid 1340  "Binder:1340_1"  7e66d01000 2
tgid 1340  "Binder:1340_1"  7e66c07000 2
tgid 1340  "android.ui"  7eb4f2a000 2
tgid 1340  "android.ui"  7f2d821000 2
tgid 1340  "android.ui"  7f2d80e000 2
tgid 1340  "android.ui"  14424000 2
tgid 1340  "android.ui"  9ef40000 2
tgid 1995  "droid.launcher3"  7ec3da0000 2
tgid 1340  "android.ui"  9efc3000 2
tgid 1340  "android.ui"  9ef31000 2
tgid 1995  "droid.launcher3"  9ec27000 2
tgid 1340  "android.ui"  7f28b70000 2
tgid 1340  "android.ui"  1430e000 2
tgid 1995  "droid.launcher3"  9ec31000 2
tgid 1995  "RenderThread"  7ececce000 2
tgid 818  "NodeLooperThrea"  7fbdb2a000 2
tgid 1995  "RenderThread"  7f29a08000 2
tgid 1995  "RenderThread"  7ec3c7b000 2
tgid 1995  "droid.launcher3"  72d27000 2
tgid 1995  "RenderThread"  7f29a09000 2
tgid 1995  "RenderThread"  7f29a0a000 2
tgid 1995  "droid.launcher3"  12ed3000 2
tgid 1995  "droid.launcher3"  12ef7000 2
tgid 1995  "RenderThread"  7ec5480000 2
tgid 1995  "droid.launcher3"  7fbe17a000 2
tgid 1995  "RenderThread"  7ec3c04000 2
tgid 1995  "RenderThread"  7ec3cd1000 2
tgid 1995  "RenderThread"  7eceae2000 2
tgid 1995  "droid.launcher3"  7f31941000 2
tgid 1995  "RenderThread"  7f299e5000 2
tgid 1995  "RenderThread"  7ec3af5000 2
tgid 1995  "RenderThread"  7ec3af6000 2
tgid 1995  "RenderThread"  7ec3c7c000 2
tgid 1995  "RenderThread"  7f2995c000 2
tgid 1995  "droid.launcher3"  13d4a000 2
tgid 1995  "droid.launcher3"  13253000 2
tgid 1995  "droid.launcher3"  13254000 2
tgid 1995  "droid.launcher3"  9ebfd000 2
tgid 1995  "droid.launcher3"  13d5b000 2
tgid 1995  "droid.launcher3"  9ebc9000 2
tgid 1995  "droid.launcher3"  9ebca000 2
tgid 1995  "droid.launcher3"  9ebde000 2
tgid 1995  "droid.launcher3"  7fbe346000 2
tgid 1995  "droid.launcher3"  7fbe28e000 2
tgid 1995  "droid.launcher3"  13c94000 2
tgid 1995  "droid.launcher3"  7fbe253000 2
tgid 1340  "android.ui"  7f20f81000 2
tgid 1340  "Binder:1340_1"  136b7000 2
tgid 1340  "Binder:1340_1"  7eb7fb0000 2
tgid 1340  "android.ui"  14678000 2
tgid 1340  "android.ui"  9ec64000 2
tgid 1340  "system_server"  7f210af000 2
tgid 1340  "system_server"  7e66d9e000 2
tgid 1340  "system_server"  7fbe1d0000 2
tgid 1340  "system_server"  9ef04000 2
tgid 1653  "ndroid.systemui"  7fbc5d0000 2
tgid 1653  "ndroid.systemui"  7fbc5d7000 2
tgid 1995  "droid.launcher3"  72bc2000 2
tgid 1995  "droid.launcher3"  72cb8000 2
tgid 1653  "ndroid.systemui"  9eeb1000 2
tgid 1653  "ndroid.systemui"  9eedd000 2
tgid 1995  "droid.launcher3"  7ec3b08000 2
tgid 1995  "droid.launcher3"  7ec3b09000 2
tgid 1995  "droid.launcher3"  12f23000 2
tgid 1653  "ndroid.systemui"  9edef000 2
tgid 1340  "Binder:1340_1"  9ec9d000 2
tgid 1340  "Binder:1340_1"  9ede4000 2
tgid 1653  "ndroid.systemui"  9ee58000 2
tgid 1340  "Binder:1340_1"  9edd9000 2
tgid 1653  "ndroid.systemui"  9eeb7000 2
tgid 1653  "ndroid.systemui"  9eede000 2
tgid 1995  "droid.launcher3"  9ebe4000 2
tgid 1653  "ndroid.systemui"  9eecd000 2
tgid 1653  "ndroid.systemui"  9ecfb000 2
tgid 1653  "ndroid.systemui"  9ee6c000 2
tgid 1653  "ndroid.systemui"  9eda6000 2
tgid 1653  "ndroid.systemui"  9ee79000 2
tgid 1653  "ndroid.systemui"  9ed39000 2
tgid 1653  "ndroid.systemui"  9edea000 2
tgid 1653  "ndroid.systemui"  9eda5000 2
tgid 1653  "ndroid.systemui"  137d5000 2
tgid 1653  "ndroid.systemui"  9ec9a000 2
tgid 1653  "ndroid.systemui"  7fbc5d8000 2
tgid 1653  "ndroid.systemui"  9ed20000 2
tgid 1653  "ndroid.systemui"  9ee8d000 2
tgid 1653  "ndroid.systemui"  9edd0000 2
tgid 1653  "ndroid.systemui"  9ebfb000 2
tgid 1653  "ndroid.systemui"  9ee71000 2
tgid 1653  "ndroid.systemui"  9ee19000 2
tgid 1653  "ndroid.systemui"  9ee80000 2
tgid 1653  "ndroid.systemui"  9edc0000 2
tgid 1653  "ndroid.systemui"  9ede4000 2
tgid 1653  "ndroid.systemui"  9eeb0000 2
tgid 1653  "ndroid.systemui"  9edf9000 2
tgid 1653  "ndroid.systemui"  9edbf000 2
tgid 1653  "ndroid.systemui"  9ecd4000 2
tgid 1653  "ndroid.systemui"  72bd9000 2
tgid 1653  "ndroid.systemui"  13e8d000 2
tgid 1653  "ndroid.systemui"  13e8e000 2
tgid 1653  "ndroid.systemui"  1333f000 2
tgid 1653  "ndroid.systemui"  72bcb000 2
tgid 1653  "ndroid.systemui"  7eacf49000 2
tgid 1653  "ndroid.systemui"  13dfc000 2
tgid 1653  "ndroid.systemui"  13e34000 2
tgid 1653  "ndroid.systemui"  137de000 2
tgid 1653  "ndroid.systemui"  13e33000 2
